,车型_品牌,车主报价（万）,新车指导价（万）,车牌注册日期,里程（万公里）,排量,变速箱,车龄
12886,现代 名图 2014款 1.8L 自动智能型GLS,8.88,16.26,2014,8.61,1.8L,0,7
12887,现代 朗动 2015款 1.6L 自动时尚型,6.58,12.57,2016,9.24,1.6L,0,5
12888,现代 全新胜达 2013款 2.4L 自动两驱舒适型,9.69,24.73,2014,14.0,2.4L,0,7
12889,现代 索纳塔八 2011款 2.0L 自动时尚版,6.0,18.12,2012,7.15,2.0L,0,9
12890,现代 菲斯塔 2019款 280TGDi 运动版 国VI,11.8,14.52,2020,2.27,1.6T,0,1
12891,现代 途胜 2015款 1.6T 双离合两驱智能型,11.68,19.53,2018,6.8,1.6T,0,3
12892,现代 全新胜达 2015款 2.0T 自动四驱智能型 5座,11.98,27.12,2016,11.17,2.0T,0,5
12893,现代 全新胜达 2013款 2.4L 自动两驱智能型,9.8,27.12,2014,4.85,2.4L,0,7
12894,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国V,9.9,15.19,2019,6.96,2.0L,0,2
12895,现代 领动 2016款 1.6L 自动智炫·精英型,8.58,13.0,2019,3.01,1.6L,0,2
12896,现代 途胜 2015款 1.6T 双离合两驱领先型,11.2,21.37,2016,6.8,1.6T,0,5
12897,现代 途胜 2015款 1.6T 双离合两驱智能型,10.5,19.53,2017,6.8,1.6T,0,4
12898,现代 途胜 2015款 1.6T 双离合两驱智能型,9.68,19.53,2016,8.16,1.6T,0,5
12899,现代ix25 2015款 1.6L 自动两驱时尚型GS,8.15,14.52,2017,8.0,1.6L,0,4
12900,现代 领动 2018款 1.4T 双离合炫动·活力型,8.98,13.55,2019,3.3,1.4T,0,2
12901,现代 名图 2016款 1.6T 自动旗舰型TOP,9.3,18.43,2017,5.55,1.6T,0,4
12902,现代 途胜 2015款 1.6T 双离合两驱智能型,10.6,19.53,2016,7.9,1.6T,0,5
12903,现代 朗动 2012款 1.6L 自动时尚型,5.0,12.57,2013,13.12,1.6L,0,8
12904,现代 瑞纳 2016款 1.4L 手动智能型GLS,4.26,8.56,2017,3.67,1.4L,1,4
12905,现代 领动 2019款 1.4T 双离合炫动·活力型,8.98,13.55,2019,1.64,1.4T,0,2
12906,现代 索纳塔八 2013款 2.0L 自动时尚版,5.98,18.12,2013,8.22,2.0L,0,8
12907,现代ix25 2017款 1.6L 自动智能型,8.5,14.42,2018,4.88,1.6L,0,3
12908,现代 名图 2016款 1.8L 自动智能型GLS,8.85,16.26,2016,6.0,1.8L,0,5
12909,现代 朗动 2016款 1.6L 手动时尚型,6.18,11.48,2017,5.0,1.6L,1,4
12910,现代 全新胜达 2013款 2.4L 自动两驱智能型,9.6,27.12,2014,11.71,2.4L,0,7
12911,现代 途胜 2015款 1.6T 双离合两驱智能型,10.2,19.53,2016,8.8,1.6T,0,5
12912,现代 瑞纳 2014款 1.4L 自动领先型GLX,4.6,10.08,2015,11.3,1.4L,0,6
12913,现代 名图 2017款 1.6T 自动智能型GLS 国V,10.8,17.35,2017,5.1,1.6T,0,4
12914,现代 途胜 2015款 1.6T 双离合两驱智能型,10.39,19.53,2016,7.44,1.6T,0,5
12915,现代ix35 2015款 2.0L 自动两驱智能型 国V,7.6,19.19,2015,9.0,2.0L,0,6
12916,现代 瑞纳 2017款 1.4L 自动跃享版 国V,5.88,7.15,2018,0.8,1.4L,0,3
12917,现代 ENCINO 2018款 1.6T 双离合致联版,9.5,15.19,2018,3.22,1.6T,0,3
12918,现代 瑞奕 2014款 1.4L 手动GLX,3.98,8.67,2014,6.79,1.4L,1,7
12919,现代 悦动 2015款 1.6L 手动舒适型,4.28,10.83,2015,7.1,1.6L,1,6
12920,现代 瑞纳 2017款 1.4L 手动焕彩天窗版 国V,4.6,6.28,2018,3.5,1.4L,1,3
12921,现代ix35 2012款 2.4L 自动两驱尊贵版GLS,6.88,23.21,2012,8.36,2.4L,0,9
12922,现代ix25 2015款 1.6L 自动两驱智能型GLS,7.9,15.5,2016,4.84,1.6L,0,5
12923,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国V,11.38,15.19,2019,4.56,2.0L,0,2
12924,现代ix35 2012款 2.0L 自动两驱新锐版GL,6.68,19.95,2013,6.0,2.0L,0,8
12925,现代 领动 2018款 1.6L 自动15周年特别版,8.2,13.0,2018,3.95,1.6L,0,3
12926,现代 朗动 2016款 1.6L 自动尊贵型,7.86,13.87,2017,2.04,1.6L,0,4
12927,现代 菲斯塔 2019款 280TGDi 智速版 国V,12.5,15.28,2019,1.55,1.6T,0,2
12928,现代 领动 2019款 1.4T 双离合炫动·活力型,9.5,13.55,2019,5.4,1.4T,0,2
12929,现代 全新胜达 2013款 2.4L 自动两驱智能型,10.38,27.12,2015,8.33,2.4L,0,6
12930,现代 领动 2016款 1.6L 自动智炫·精英型,8.4,13.0,2019,2.84,1.6L,0,2
12931,现代 领动 2016款 1.6L 自动智炫·精英型,8.18,13.0,2018,4.52,1.6L,0,3
12932,现代 瑞纳 2017款 1.4L 手动焕新版 国V,4.7,5.42,2019,3.36,1.4L,1,2
12933,现代ix35 2012款 2.0L 自动两驱新锐版GL,6.68,19.95,2013,6.0,2.0L,0,8
12934,现代 领动 2018款 1.6L 自动15周年特别版,8.2,13.0,2018,3.95,1.6L,0,3
12935,现代ix25 2015款 1.6L 自动两驱时尚型GS,8.15,14.52,2017,8.0,1.6L,0,4
12936,现代 领动 2018款 1.4T 双离合炫动·活力型,8.98,13.55,2019,3.3,1.4T,0,2
12937,现代 朗动 2016款 1.6L 自动尊贵型,7.18,13.87,2017,6.35,1.6L,0,4
12938,现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,3.28,8.56,2014,7.95,1.4L,1,7
12939,现代 瑞纳 2014款 1.4L 手动智能型GLS,3.68,8.56,2014,8.13,1.4L,1,7
12940,现代 领动 2016款 1.6L 自动智炫·精英型,8.25,13.0,2018,1.61,1.6L,0,3
12941,现代ix35 2015款 2.0L  手动两驱舒适型 国IV,6.8,16.26,2016,10.3,2.0L,1,5
12942,现代ix35 2012款 2.0L 自动两驱精英版GLS,5.18,21.25,2012,10.98,2.0L,0,9
12943,现代 名图 2014款 1.8L 自动智能型GLS,7.58,16.26,2014,8.03,1.8L,0,7
12944,现代 名图 2014款 1.8L 自动智能型GLS,8.3,16.26,2015,7.54,1.8L,0,6
12945,现代 瑞纳 2016款 1.4L 自动智能型GLS,5.5,9.43,2016,9.05,1.4L,0,5
12946,现代ix35 2015款 2.0L 自动两驱舒适型 国V,8.68,17.78,2015,4.89,2.0L,0,6
12947,现代 伊兰特 2011款 1.6L 手动舒适型,2.58,9.75,2011,10.3,1.6L,1,10
12948,现代 名图 2017款 1.8L 自动智能型GLS 国V,10.5,16.26,2019,9.1,1.8L,0,2
12949,现代 名图 2014款 1.8L 自动智能型GLS,7.95,16.26,2015,8.5,1.8L,0,6
12950,现代 索纳塔八 2011款 2.0L 自动豪华版,6.16,20.61,2012,11.0,2.0L,0,9
12951,现代ix35 2015款 2.0L 自动两驱智能型 国V,8.58,19.19,2017,5.5,2.0L,0,4
12952,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.58,15.28,2019,2.6,1.6T,0,2
12953,现代 全新胜达 2017款 2.0T 自动两驱智能型 7座,13.68,26.03,2018,2.0,2.0T,0,3
12954,现代 领动 2016款 1.6L 自动智炫·精英型,7.5,13.0,2017,3.79,1.6L,0,4
12955,现代ix35 2010款 2.0L 自动四驱尊贵版GLS,5.8,23.42,2011,10.0,2.0L,0,10
12956,现代 全新胜达 2013款 2.4L 自动两驱智能型,7.59,27.12,2013,13.9,2.4L,0,8
12957,现代 朗动 2013款 1.6L 自动尊贵型,6.08,14.63,2014,8.04,1.6L,0,7
12958,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.28,15.28,2019,2.0,1.6T,0,2
12959,现代 途胜 2009款 2.0L 自动两驱天窗型,3.38,19.95,2010,11.11,2.0L,0,11
12960,现代 索纳塔九 2015款 1.6T GLX领先型,9.3,22.56,2015,9.5,1.6T,0,6
12961,现代 索纳塔九 2015款 1.6T GS时尚型,9.2,19.52,2015,12.75,1.6T,0,6
12962,现代 瑞奕 2014款 1.6L 自动TOP,5.8,10.84,2014,9.9,1.6L,0,7
12963,现代 捷恩斯 2015款 3.0GDi 两驱豪华版(进口),15.0,47.54,2015,9.99,3.0L,0,6
12964,现代 瑞纳 2014款 1.6L 自动领先型GLX,5.88,10.84,2016,5.2,1.4L,0,5
12965,现代 朗动 2016款 1.6L 手动尊贵型,5.9,12.57,2016,7.19,1.6L,1,5
12966,现代 瑞纳 2016款 1.4L 自动智能型GLS,5.8,9.43,2017,4.15,1.4L,0,4
12967,现代ix35 2012款 2.0L 自动两驱精英版GLS,5.58,21.25,2012,7.0,2.0L,0,9
12968,现代ix35 2018款 2.0L 自动两驱智勇·畅享版,9.88,15.19,2018,3.8,2.0L,0,3
12969,现代 菲斯塔 2019款 280TGDi 运动版 国VI,11.88,14.52,2020,0.3,1.6T,0,1
12970,现代 领动 2016款 1.6L 自动智炫·精英型,7.5,13.0,2017,4.21,1.6L,0,4
12971,现代 名图 2017款 1.8L 自动智能型GLS 国V,9.68,16.26,2018,2.15,1.8L,0,3
12972,现代 悦纳RV 2017款 1.4L 自动炫酷版GLS 国V,6.28,9.64,2019,2.47,1.4L,0,2
12973,现代 悦动 2020款 1.6L 自动悦目版GL,6.98,9.22,2020,2.5,1.6L,0,1
12974,现代 伊兰特 2011款 1.6L 手动舒适型,2.68,9.75,2012,6.63,1.6L,1,9
12975,现代 悦动 2011款 1.6L 自动豪华型,4.48,13.11,2013,10.36,1.6L,0,8
12976,现代 菲斯塔 2019款 280TGDi 智享版 国VI,12.48,15.61,2020,4.9,1.6T,0,1
12977,现代 领动 2016款 1.6L 自动智炫·精英型,7.6,13.0,2017,7.91,1.6L,0,4
12978,现代ix35 2012款 2.0L 自动两驱精英版GLS,6.9,21.25,2012,7.31,2.0L,0,9
12979,现代ix25 2020款 1.5L CVT尊贵型,10.3,14.09,2020,2.0,1.5L,0,1
12980,现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,1.95,9.87,2013,6.01,1.4L,0,8
12981,现代ix25 2015款 1.6L 自动两驱智能型GLS,7.98,15.5,2016,2.6,1.6L,0,5
12982,现代 悦动 2010款 1.6L AT GLS,2.75,13.0,2010,11.98,1.6L,0,11
12983,现代ix35 2015款 2.0L 自动两驱智能型 国IV,8.5,19.19,2015,1.75,2.0L,0,6
12984,现代 名图 2017款 1.8L 自动智能型GLS 国V,9.78,16.26,2018,3.42,1.8L,0,3
12985,现代 名图 2017款 1.8L 自动智能型GLS 国V,9.8,16.26,2018,3.73,1.8L,0,3
12986,现代 菲斯塔 2019款 280TGDi 运动版 国V,12.8,14.52,2020,1.6,1.6T,0,1
12987,现代 瑞奕 2014款 1.4L 自动GLX,4.88,9.54,2015,2.79,1.4L,0,6
12988,现代 朗动 2015款 1.6L 自动尊贵型,7.18,14.63,2016,4.81,1.6L,0,5
12989,现代 菲斯塔 2019款 280TGDi 智享版 国VI,11.99,15.61,2020,1.44,1.6T,0,1
12990,现代 悦纳 2016款 1.4L 手动炫酷版GLS,5.68,8.44,2019,1.3,1.4L,1,2
12991,现代 领动 2018款 1.4T 双离合炫动·活力型,8.95,13.55,2019,4.33,1.4T,0,2
12992,现代 劳恩斯 酷派 2009款 2.0T 自动靓雅版(进口),7.4,24.64,2010,9.6,2.0T,0,11
12993,现代ix35 2010款 2.4L 自动两驱尊贵版GLS,5.5,23.21,2011,8.9,2.4L,0,10
12994,现代 菲斯塔 2019款 280TGDi 智速版 国VI,12.58,15.28,2020,2.54,1.6T,0,1
12995,现代 瑞纳 2016款 1.4L 手动时尚型GS,4.2,8.02,2016,6.0,1.4L,1,5
12996,现代 全新胜达 2013款 2.0T 自动两驱尊贵型,11.18,30.59,2013,11.06,2.0T,0,8
12997,现代 名图 2017款 1.8L 自动智能型GLS 国V,10.74,16.26,2019,1.7,1.8L,0,2
12998,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国V,10.88,15.19,2019,2.31,2.0L,0,2
12999,现代 索纳塔八 2013款 2.0L 自动时尚版,7.08,18.12,2014,7.7,2.0L,0,7
13000,现代 途胜 2009款 2.0L 手动两驱时尚型,4.37,18.43,2013,10.5,2.0L,1,8
13001,现代 领动 2018款 1.6L 自动15周年特别版,7.98,13.0,2018,7.44,1.6L,0,3
13002,现代 索纳塔八 2013款 2.0L 自动尊贵版,7.5,21.59,2013,7.7,2.0L,0,8
13003,现代 索纳塔八 2014款 2.4L 自动豪华版 国IV,7.98,22.78,2014,8.0,2.4L,0,7
13004,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国VI,11.98,15.19,2020,4.35,2.0L,0,1
13005,现代 领动 2016款 1.6L 自动智炫·精英型,7.62,13.0,2018,1.51,1.6L,0,3
13006,现代 悦动 2011款 1.6L 自动舒适型,3.48,11.92,2012,13.9,1.6L,0,9
13007,现代 全新胜达 2015款 2.4L 自动两驱舒适型 5座,11.4,23.86,2016,7.05,2.4L,0,5
13008,现代 飞思 2012款 1.6L 自动豪华版(进口),7.7,20.28,2013,12.0,1.6L,0,8
13009,现代 名图 2017款 1.6T 自动智能型GLS 国V,11.88,17.35,2019,3.0,1.6T,0,2
13010,现代 领动 2019款 1.4T 双离合炫动·活力型,9.98,13.55,2020,1.5,1.4T,0,1
13011,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,7.68,21.36,2014,5.31,2.0L,0,7
13012,现代 悦动 2017款 1.6L 自动悦值版GLS,6.2,11.17,2018,7.6,1.6L,0,3
13013,现代 领动 2019款 1.5L CVT智炫·精英型,9.3,13.0,2019,5.6,1.5L,0,2
13014,现代 领动 2018款 1.4T 双离合炫动·活力型,8.38,13.55,2019,2.5,1.4T,0,2
13015,现代 朗动 2016款 1.6L 自动智能型,7.6,12.57,2018,5.6,1.6L,0,3
13016,现代 索纳塔八 2011款 2.0L 自动领先版,6.8,19.53,2012,11.28,2.0L,0,9
13017,现代 名图 2017款 1.8L 自动智能型GLS 国V,10.68,16.26,2018,4.2,1.8L,0,3
13018,现代 索纳塔新能源 2018款 2.0 PHS智联版,13.38,26.03,2018,3.75,2.0L,0,3
13019,现代 全新胜达 2013款 2.4L 自动两驱智能型,10.8,27.12,2015,8.8,2.4L,0,6
13020,现代 全新胜达 2015款 2.0T 自动四驱智能型 5座,10.38,27.12,2015,10.0,2.0T,0,6
13021,现代 途胜 2009款 2.0L 自动两驱天窗型,4.58,19.95,2013,11.8,2.0L,0,8
13022,现代 名图 2014款 1.8L 自动舒适型GL,7.6,15.17,2014,5.5,1.8L,0,7
13023,现代 索纳塔八 2013款 2.0L 自动领先版,6.85,19.53,2013,9.08,2.0L,0,8
13024,现代 瑞纳 2013款 三厢 1.4L 自动标准型GL,4.3,8.89,2013,7.8,1.4L,0,8
13025,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.08,15.28,2019,1.9,1.6T,0,2
13026,现代 领动 2016款 1.6L 自动智炫·精英型,8.38,13.0,2019,3.7,1.6L,0,2
13027,现代 朗动 2013款 1.6L 自动领先型,6.3,13.87,2014,4.2,1.6L,0,7
13028,现代 名图 2017款 1.8L 自动智能型GLS 国V,9.68,16.26,2018,4.4,1.8L,0,3
13029,现代 悦纳 2016款 1.4L 手动炫酷版GLS,5.27,8.44,2019,1.28,1.4L,1,2
13030,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国VI,10.1,15.19,2019,6.0,2.0L,0,2
13031,现代 菲斯塔 2019款 280TGDi 智速版 国V,11.28,15.28,2019,4.5,1.6T,0,2
13032,现代 名图 2014款 1.8L 自动尊贵型DLX,8.2,17.35,2015,4.6,1.8L,0,6
13033,现代 瑞纳 2014款 1.4L 手动智能型GLS,3.2,8.56,2014,6.7,1.4L,1,7
13034,现代 朗动 2016款 1.6L 自动智能型,7.38,12.57,2018,3.55,1.6L,0,3
13035,现代 名图 2014款 1.8L 自动尊贵型DLX,7.5,17.35,2014,7.5,1.8L,0,7
13036,现代ix25 2015款 1.6L 自动两驱智能型GLS,8.29,15.5,2016,3.9,1.6L,0,5
13037,现代 悦纳 2016款 1.4L 自动炫酷版GLS,5.78,9.53,2017,6.11,1.4L,0,4
13038,现代 劳恩斯 酷派 2009款 2.0T 自动豪华版(进口),6.99,27.14,2010,9.0,2.0T,0,11
13039,现代 途胜 2015款 1.6T 双离合两驱领先型,10.28,21.37,2016,8.33,1.6T,0,5
13040,现代 名图 2016款 1.6T 自动旗舰型TOP,9.68,18.43,2017,3.5,1.6T,0,4
13041,现代 朗动 2016款 1.6L 自动智能型,6.5,12.57,2016,6.0,1.6L,0,5
13042,现代 菲斯塔 2019款 280TGDi 智速版 国V,11.8,15.28,2019,0.63,1.6T,0,2
13043,现代 瑞纳 2017款 1.4L 自动跃享版 国V,5.8,7.15,2017,5.3,1.4L,0,4
13044,现代 朗动 2012款 1.6L 自动尊贵型,4.88,14.42,2012,11.7,1.6L,0,9
13045,现代 朗动 2015款 1.6L 自动时尚型,6.18,12.57,2016,7.42,1.6L,0,5
13046,现代ix35 2015款 2.0L 自动两驱智能型 国V,8.8,19.19,2016,5.01,2.0L,0,5
13047,现代ix35 2010款 2.4L 自动四驱领航版GLS,5.89,26.36,2010,11.26,2.4L,0,11
13048,现代 领动 2019款 1.5L CVT智炫·精英型,8.68,13.0,2019,5.24,1.5L,0,2
13049,现代 菲斯塔 2019款 280TGDi 运动版 国V,10.2,14.52,2018,7.13,1.6T,0,3
13050,现代ix35 2012款 2.0L 自动两驱新锐版GL,5.6,19.95,2012,13.47,2.0L,0,9
13051,现代 劳恩斯 酷派 2009款 2.0T 自动靓雅版(进口),7.4,24.64,2010,9.6,2.0T,0,11
13052,现代ix35 2010款 2.4L 自动两驱尊贵版GLS,5.5,23.21,2011,8.9,2.4L,0,10
13053,现代 全新胜达 2015款 2.4L 自动两驱舒适型 5座,11.4,23.86,2016,7.05,2.4L,0,5
13054,现代 名图 2016款 1.6T 自动智能型GLS,9.2,17.35,2017,7.45,1.6T,0,4
13055,现代 悦动 2011款 1.6L 自动舒适型,3.48,11.92,2012,13.9,1.6L,0,9
13056,现代 领动 2018款 1.4T 双离合炫动·活力型,8.95,13.55,2019,4.33,1.4T,0,2
13057,现代 领动 2016款 1.6L 自动智炫·精英型,7.62,13.0,2018,1.51,1.6L,0,3
13058,现代 菲斯塔 2019款 280TGDi 智速版 国VI,12.58,15.28,2020,2.54,1.6T,0,1
13059,现代 途胜 2015款 1.6T 双离合两驱智能型,10.3,19.53,2016,3.97,1.6T,0,5
13060,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.8,15.28,2020,2.08,1.6T,0,1
13061,现代 名图 2017款 1.8L 自动智能型GLS 国V,10.74,16.26,2019,1.7,1.8L,0,2
13062,现代 全新胜达 2013款 2.0T 自动两驱尊贵型,11.18,30.59,2013,11.06,2.0T,0,8
13063,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国VI,11.98,15.19,2020,4.35,2.0L,0,1
13064,现代 菲斯塔 2019款 280TGDi 智享版 国VI,11.99,15.61,2020,1.44,1.6T,0,1
13065,现代 朗动 2016款 1.6L 自动智能型,7.6,12.57,2018,5.6,1.6L,0,3
13066,现代 索纳塔八 2011款 2.0L 自动领先版,6.8,19.53,2012,11.28,2.0L,0,9
13067,现代 瑞纳 2016款 1.4L 手动时尚型GS,4.2,8.02,2016,6.0,1.4L,1,5
13068,现代 全新胜达 2013款 2.4L 自动两驱智能型,10.8,27.12,2015,8.8,2.4L,0,6
13069,现代 索纳塔新能源 2018款 2.0 PHS智联版,13.38,26.03,2018,3.75,2.0L,0,3
13070,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.08,15.28,2019,1.9,1.6T,0,2
13071,现代 领动 2016款 1.6L 自动智炫·精英型,8.38,13.0,2019,3.7,1.6L,0,2
13072,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,7.68,21.36,2014,5.31,2.0L,0,7
13073,现代 领动 2019款 1.5L CVT智炫·精英型,9.3,13.0,2019,5.6,1.5L,0,2
13074,现代 名图 2017款 1.8L 自动智能型GLS 国V,10.68,16.26,2018,4.2,1.8L,0,3
13075,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国V,10.88,15.19,2019,2.31,2.0L,0,2
13076,现代 索纳塔八 2013款 2.0L 自动领先版,6.85,19.53,2013,9.08,2.0L,0,8
13077,现代 朗动 2013款 1.6L 自动领先型,6.3,13.87,2014,4.2,1.6L,0,7
13078,现代 全新胜达 2015款 2.0T 自动四驱智能型 5座,10.38,27.12,2015,10.0,2.0T,0,6
13079,现代 瑞纳 2013款 三厢 1.4L 自动标准型GL,4.3,8.89,2013,7.8,1.4L,0,8
13080,现代 名图 2017款 1.6T 自动智能型GLS 国V,11.88,17.35,2019,3.0,1.6T,0,2
13081,现代 领动 2019款 1.4T 双离合炫动·活力型,9.98,13.55,2020,1.5,1.4T,0,1
13082,现代 悦动 2017款 1.6L 自动悦值版GLS,6.2,11.17,2018,7.6,1.6L,0,3
13083,现代 途胜 2009款 2.0L 自动两驱天窗型,4.58,19.95,2013,11.8,2.0L,0,8
13084,现代 名图 2014款 1.8L 自动舒适型GL,7.6,15.17,2014,5.5,1.8L,0,7
13085,现代 瑞纳 2017款 1.4L 自动跃享版 国V,5.48,7.15,2017,3.56,1.4L,0,4
13086,现代 朗动 2016款 1.6L 自动智能型,6.7,12.57,2016,4.1,1.6L,0,5
13087,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,7.2,21.36,2014,10.5,2.0L,0,7
13088,现代ix35 2010款 2.0L 自动两驱精英版GLS,6.18,21.25,2012,11.82,2.0L,0,9
13089,现代 名图 2016款 1.8L 自动智能型GLS,8.5,16.26,2017,6.03,1.8L,0,4
13090,现代 途胜 2018款 1.6T 双离合两驱15周年特别版,12.35,19.53,2018,6.3,1.6T,0,3
13091,现代 瑞纳 2014款 1.4L 自动智能型GLS,4.8,9.43,2014,8.3,1.4L,0,7
13092,现代 领动 2016款 1.6L 自动智炫·精英型,8.36,13.0,2018,3.13,1.6L,0,3
13093,现代 索纳塔八 2011款 2.0L 自动豪华版,5.8,20.61,2012,9.57,2.0L,0,9
13094,现代 途胜 2015款 1.6T 双离合两驱智能型,10.88,19.53,2017,4.9,1.6T,0,4
13095,现代 名图 2017款 1.8L 自动智能型GLS 国V,9.88,16.26,2019,5.8,1.8L,0,2
13096,现代 名图 2019款 1.8L 自动智能型GLS纪念款 国VI,11.3,16.59,2020,1.3,1.8L,0,1
13097,现代 瑞奕 2014款 1.4L 手动GLX,4.1,8.67,2015,3.82,1.4L,1,6
13098,现代 悦动 2011款 1.6L 自动舒适型,4.98,11.92,2015,6.0,1.6L,0,6
13099,现代 朗动 2016款 1.6L 自动尊贵型,6.38,13.87,2016,8.0,1.6L,0,5
13100,现代 索纳塔八 2011款 2.0L 自动时尚版,5.88,18.12,2011,13.63,2.0L,0,10
13101,现代 名图 2016款 1.8L 自动智能型GLS,8.8,16.26,2017,4.83,1.8L,0,4
13102,现代 悦动 2011款 1.6L 自动舒适型,4.68,11.92,2014,7.8,1.6L,0,7
13103,现代 朗动 2016款 1.6L 自动智能型,6.68,12.57,2016,6.39,1.6L,0,5
13104,现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,3.3,9.87,2011,10.8,1.4L,0,10
13105,现代 全新胜达 2013款 2.0T 自动四驱顶级型,9.86,33.63,2013,4.9,2.0T,0,8
13106,现代ix35 2019款 2.0L 自动两驱智勇·畅享版 国VI,11.6,15.19,2020,0.67,2.0L,0,1
13107,现代 全新胜达 2017款 2.0T 自动四驱智能型 7座,13.9,27.12,2017,7.87,2.0T,0,4
13108,现代ix25 2015款 1.6L 自动两驱智能型GLS,7.88,15.5,2016,4.91,1.6L,0,5
13109,现代 索纳塔 2020款 270TGDi GLS DCT精英版,16.58,18.65,2020,0.4,1.5T,0,1
13110,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.8,15.28,2019,2.37,1.6T,0,2
13111,现代 途胜 2013款 2.0L 自动两驱舒适型,5.7,19.95,2014,8.14,2.0L,0,7
13112,现代 领动 2016款 1.6L 自动智炫·精英型,7.47,13.0,2017,3.69,1.6L,0,4
13113,现代 悦纳 2016款 1.4L 手动炫酷版GLS,4.68,8.44,2017,4.7,1.4L,1,4
13114,现代 朗动 2016款 1.6L 自动智能型,6.7,12.57,2016,4.1,1.6L,0,5
13115,现代 索纳塔八 2011款 2.0L 自动豪华版,5.7,20.61,2012,13.0,2.0L,0,9
13116,现代 瑞奕 2014款 1.4L 自动GLX,5.8,9.54,2015,8.3,1.4L,0,6
13117,现代 索纳塔新能源 2018款 2.0 PHE智享版,11.8,24.18,2018,5.29,2.0L,0,3
13118,现代 瑞纳 2010款 三厢 1.4L 手动标准型GL,3.28,8.02,2014,8.0,1.4L,1,7
13119,现代 朗动 2012款 1.6L 自动时尚型,5.68,12.57,2014,8.5,1.6L,0,7
13120,现代 劳恩斯 酷派 2009款 2.0T 自动豪华版(进口),9.66,27.14,2010,14.85,2.0T,0,11
13121,现代 名图 2017款 1.6T 自动智能型GLS 国V,8.8,17.35,2017,4.02,1.6T,0,4
13122,现代 朗动 2016款 1.6L 自动尊贵型,8.3,13.87,2018,4.58,1.6L,0,3
13123,现代 名图 2017款 1.8L 自动尊贵型DLX 国V,10.3,17.35,2018,1.98,1.8L,0,3
13124,现代 途胜 2018款 1.6T 双离合两驱15周年特别版,10.98,19.53,2018,5.0,1.6T,0,3
13125,现代 途胜 2018款 1.6T 双离合两驱15周年特别版,11.98,19.53,2018,2.9,1.6T,0,3
13126,现代 途胜 2015款 1.6T 双离合两驱智能型,10.5,19.53,2016,9.22,1.6T,0,5
13127,现代ix25 2015款 1.6L 自动两驱智能型GLS,7.2,15.5,2014,5.16,1.6L,0,7
13128,现代 朗动 2015款 1.6L 自动领先型,5.9,13.87,2015,6.9,1.6L,0,6
13129,现代 劳恩斯 酷派 2009款 2.0T 自动豪华版(进口),9.66,27.14,2010,14.85,2.0T,0,11
13130,现代 名图 2017款 1.6T 自动智能型GLS 国V,8.8,17.35,2017,4.02,1.6T,0,4
13131,现代 索纳塔新能源 2018款 2.0 PHE智享版,11.8,24.18,2018,5.29,2.0L,0,3
13132,现代 朗动 2012款 1.6L 自动时尚型,5.68,12.57,2014,8.5,1.6L,0,7
13133,现代 菲斯塔 2019款 280TGDi 智速版 国V,11.5,15.28,2018,3.79,1.6T,0,3
13134,现代 途胜 2015款 1.6T 双离合两驱智能型,10.5,19.53,2016,9.22,1.6T,0,5
13135,现代 途胜 2018款 1.6T 双离合两驱15周年特别版,11.98,19.53,2018,2.9,1.6T,0,3
13136,现代 瑞纳 2010款 三厢 1.4L 手动标准型GL,3.28,8.02,2014,8.0,1.4L,1,7
13137,现代 朗动 2016款 1.6L 自动尊贵型,8.3,13.87,2018,4.58,1.6L,0,3
13138,现代 领动 2016款 1.6L 自动智炫·豪华型,8.76,14.52,2018,3.91,1.6L,0,3
13139,现代ix25 2019款 1.6L 自动智能型纪念款,8.98,14.79,2019,3.78,1.6L,0,2
13140,现代ix25 2015款 1.6L 自动两驱智能型GLS,7.38,15.5,2014,9.27,1.6L,0,7
13141,现代 悦动 2017款 1.6L 自动悦值版GLS,6.6,11.17,2018,3.0,1.6L,0,3
13142,现代 悦动 2011款 1.6L 自动舒适型,4.68,11.92,2014,7.8,1.6L,0,7
13143,现代 瑞纳 2016款 1.4L 自动智能型GLS,5.18,9.43,2016,3.58,1.4L,0,5
13144,现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.8,15.28,2019,2.37,1.6T,0,2
